10% Retina,50% Retina,10% Vitreous,50% Vitreous,10% Aqueous,50% Aqueous,Dose,K_D Value,K_off Value,R_C=5.1 Multiplier,del_R=1.25 Multiplier,DDS_Geometry,Total R1,Total R2,Total delR,Fraction PCL,Dataset
51.8025901295065,220.011000550027,210.710535526776,375.718785939297,201.010050502525,371.318565928296,1.49,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
52.1026051302565,220.711035551778,211.410570528526,376.218810940547,201.610080504025,372.018600930046,1.5,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
52.4026201310066,221.411070553528,212.010600530026,377.018850942547,202.310115505775,372.618630931547,1.51,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
52.7026351317566,222.111105555278,212.710635531777,377.618880944047,202.910145507275,373.318665933297,1.52,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
53.0026501325066,222.711135556778,213.410670533527,378.218910945547,203.610180509025,373.918695934797,1.53,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
53.3026651332567,223.311165558278,214.110705535277,378.918945947297,204.310215510776,374.518725936297,1.54,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
53.6026801340067,224.011200560028,214.710735536777,379.618980949047,204.910245512276,375.318765938297,1.55,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
53.9026951347567,224.711235561778,215.310765538277,380.419020951048,205.610280514026,376.018800940047,1.56,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
54.2027101355068,225.211260563028,216.110805540277,380.919045952298,206.310315515776,376.618830941547,1.57,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
54.5027251362568,226.011300565028,216.610830541527,381.619080954048,206.810340517026,377.218860943047,1.58,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
54.8027401370069,226.611330566528,217.410870543527,382.219110955548,207.510375518776,377.918895944797,1.59,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
55.1027551377569,227.211360568028,217.910895544777,382.819140957048,208.110405520276,378.518925946297,1.6,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
55.4027701385069,227.911395569778,218.610930546527,383.519175958798,208.810440522026,379.218960948047,1.61,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
55.702785139257,228.411420571029,219.210960548027,384.119205960298,209.410470523526,379.718985949297,1.62,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
55.902795139757,229.111455572779,219.810990549527,384.819240962048,210.010500525026,380.419020951048,1.63,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
56.202810140507,229.711485574279,220.411020551028,385.319265963298,210.710535526776,381.019050952548,1.64,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
56.5028251412571,230.311515575779,221.111055552778,385.919295964798,211.310565528276,381.619080954048,1.65,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
56.8028401420071,231.011550577529,221.711085554278,386.519325966298,211.810590529526,382.319115955798,1.66,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
57.1028551427571,231.511575578779,222.311115555778,387.219360968048,212.510625531277,382.919145957298,1.67,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
57.4028701435072,232.111605580279,222.911145557278,387.819390969548,213.010650532527,383.519175958798,1.68,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
57.7028851442572,232.811640582029,223.411170558528,388.419420971049,213.710685534277,384.019200960048,1.69,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
58.0029001450073,233.311665583279,224.011200560028,389.119455972799,214.210710535527,384.719235961798,1.7,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
58.3029151457573,234.011700585029,224.611230561528,389.619480974049,214.810740537027,385.319265963298,1.71,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
58.6029301465073,234.511725586279,225.211260563028,390.219510975549,215.410770538527,385.919295964798,1.72,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
58.9029451472574,235.211760588029,225.911295564778,390.819540977049,215.910795539777,386.419320966048,1.73,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
59.2029601480074,235.711785589279,226.411320566028,391.419570978549,216.710835541777,387.019350967548,1.74,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
59.4029701485074,236.31181559078,227.011350567528,391.919595979799,217.110855542777,387.619380969048,1.75,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
59.7029851492575,236.91184559228,227.511375568778,392.519625981299,217.810890544527,388.219410970549,1.76,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
60.0030001500075,237.41187059353,228.211410570529,393.119655982799,218.410920546027,388.819440972049,1.77,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
60.3030151507575,238.01190059503,228.711435571779,393.719685984299,218.910945547277,389.419470973549,1.78,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
60.6030301515076,238.61193059653,229.311465573279,394.219710985549,219.410970548527,389.919495974799,1.79,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
60.9030451522576,239.21196059803,229.811490574529,394.819740987049,220.011000550027,390.519525976299,1.8,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
61.2030601530076,239.71198559928,230.411520576029,395.419770988549,220.611030551528,391.119555977799,1.81,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
61.5030751537577,240.31201560078,230.911545577279,396.019800990049,221.111055552778,391.719585979299,1.82,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
61.8030901545077,240.81204060203,231.511575578779,396.5198259913,221.711085554278,392.219610980549,1.83,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
62.1031051552578,241.41207060353,232.011600580029,397.1198559928,222.211110555528,392.719635981799,1.84,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
62.4031201560078,241.91209560478,232.611630581529,397.61988099405,222.811140557028,393.319665983299,1.85,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
62.6031301565078,242.51212560628,233.111655582779,398.21991099555,223.311165558278,393.819690984549,1.86,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
62.9031451572579,243.01215060753,233.611680584029,398.81994099705,223.811190559528,394.319715985799,1.87,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
63.2031601580079,243.61218060903,234.211710585529,399.21996099805,224.511225561278,394.919745987299,1.88,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
63.5031751587579,244.112205610281,234.711735586779,399.81999099955,224.911245562278,395.519775988799,1.89,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
63.803190159508,244.612230611531,235.311765588279,400.42002100105,225.511275563778,396.019800990049,1.9,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
64.103205160258,245.212260613031,235.811790589529,400.82004100205,226.011300565028,396.41982099105,1.91,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
64.4032201610081,245.712285614281,236.41182059103,401.42007100355,226.511325566278,397.01985099255,1.92,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
64.7032351617581,246.212310615531,236.91184559228,401.9200960048,227.111355567778,397.61988099405,1.93,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
65.0032501625081,246.812340617031,237.41187059353,402.42012100605,227.611380569028,398.1199059953,1.94,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
65.3032651632582,247.212360618031,237.91189559478,403.02015100755,228.011400570029,398.5199259963,1.95,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
65.5032751637582,247.812390619531,238.51192559628,403.5201760088,228.611430571529,399.1199559978,1.96,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
65.8032901645082,248.312415620781,239.01195059753,404.020201010051,229.111455572779,399.7199859993,1.97,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
66.1033051652583,248.812440622031,239.51197559878,404.520226011301,229.711485574279,400.22001100055,1.98,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
66.4033201660083,249.412470623531,240.01200060003,404.920246012301,230.211510575529,400.82004100205,1.99,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
66.7033351667583,249.812490624531,240.51202560128,405.520276013801,230.711535576779,401.22006100305,2,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,With_DDS_dose
58.7029351467573,109.605480274014,106.305315265763,146.107305365268,103.805190259513,145.007250362518,2,19000,0.864,0.5,1,Chitosan_PCL,0.000255,0.00038,0.000125,0.328947368421053,BiLayer_Changing_Chitosan
66.7033351667583,249.812490624531,240.51202560128,405.520276013801,230.711535576779,401.22006100305,2,19000,0.864,1,1,Chitosan_PCL,0.00051,0.000635,0.000125,0.196850393700787,BiLayer_Changing_Chitosan
54.3027151357568,363.118155907795,344.117205860293,715.135756787839,323.31616580829,705.335266763338,2,19000,0.864,1.5,1,Chitosan_PCL,0.000765,0.00089,0.000125,0.140449438202247,BiLayer_Changing_Chitosan
43.9021951097555,417.720886044302,389.319465973299,1029.65148257413,356.117805890295,1012.85064253213,2,19000,0.864,2,1,Chitosan_PCL,0.00102,0.001145,0.000125,0.109170305676856,BiLayer_Changing_Chitosan
32.401620081004,394.119705985299,356.117805890295,1569.77848892445,313.915695784789,1531.47657382869,2,19000,0.864,3,1,Chitosan_PCL,0.00153,0.001655,0.000125,0.0755287009063445,BiLayer_Changing_Chitosan
26.7013350667533,316.41582079104,281.214060703035,1885.99429971499,243.11215560778,1824.29121456073,2,19000,0.864,4,1,Chitosan_PCL,0.00204,0.002165,0.000125,0.0577367205542726,BiLayer_Changing_Chitosan
23.4011700585029,246.112305615281,216.410820541027,1972.89864493225,185.309265463273,1897.29486474324,2,19000,0.864,5,1,Chitosan_PCL,0.00255,0.002675,0.000125,0.0467289719626169,BiLayer_Changing_Chitosan
66.6033301665083,249.612480624031,240.31201560078,405.320266013301,230.511525576279,401.02005100255,2,19000,0.864,1,0.01,Chitosan_PCL,0.00051,0.00051125,1.24999999999995e-06,0.00244498777506102,BiLayer_Changing_PCL
